edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
Yes,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
No,Flat,Scaly,Brown,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Urban
Yes,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
No,Convex,Smooth,Pink,No,Creosote,Free,Crowded,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Smooth,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
No,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Urban
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses
Yes,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses
Yes,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Smooth,White,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Smooth,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
No,Convex,Fibrous,Pink,No,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
No,Convex,Fibrous,White,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silk,Silk,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silk,Silk,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Paths
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Yes,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Yes,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
No,Convex,Fibrous,Gray,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
